TRUTH,TEXT,date,TRAININGSET
-1,@jengolbeck @Apple agreed,4,1
0,IM SICK OF YOUR FUCKING SHIT @apple,4,1
-1,"@jengolbeck @Apple introducing iGlove, an Apple product allowing one to single-handedly operate an iPhone 6.",4,1
-1,@Apple sets its own timetable (rather than chasing the #competition) by focusing on #customerexperience  http://t.co/bfU8MSx7On #cx #cem,4,1
-1,"Today's Show On Demand features @LawyerPeteSchulte on #PoliceBodyCameras; @Apple opening in #Toledo, &amp; Hot 5 at 5! http://t.co/rKHubWeRjX",4,1
-1,#AAPL:One Thing Everyone Is Getting Wrong When It Comes To The Apple Televis...http://t.co/ELXD0efhIV,4,1
-1,#AAPL: Steve Jobs to Be Star Witness in #Apple iPod Lawsuit: Steve Jobs e1294712990453 #AAPL: Steve Jobs to Be... http://t.co/4wdMnluzjK,4,1
-1,Mozilla Planning to Release Firefox iOS App in the Future http://t.co/HbOYDOwDn8 #AAPL,4,1
-1,@renoxalex @Apple or hang loose ???,4,1
-1,@Landonboyd93 @renoxalex @Apple wheres the lava lamp emoji?,4,1
-1,"Ok, @apple, @sprint if you're going to sell each other's stuff, provide each other with visibility into each other's order systems.",4,1
0,I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple,4,1
-1,"#mkt Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/XXKx7FgtOU",4,1
-1,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/OQfBuhpYMZ via Hamzei  $$",4,1
-1,@DelenaNian4eva_ @Apple chill?,4,1
-1,"RT @HamzeiAnalytics: New HA Blog Post &gt;&gt;&gt; Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/1dqxA6K4g8",4,1
-1,Amazon (AMZN) Ecosystem: The Biggest Threat to #AAPL Stock: amzn Amazon (AMZN) Ecosystem: The Biggest Threat t... http://t.co/A0j0C8TbyW,4,1
0,@apple get cha shit together and fix my phone !!!,4,1
-1,@TheWeldingRoom @Apple @Monster @redbull You need to try the Ultra Red Monster!,4,1
-1,@caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol,4,1
-1,@Shampeau @TheWeldingRoom @Apple @Monster @redbull No holds bar huh?,4,1
-1,"#AAPL:After-hours buzz: Apple, Bob Evans Farms &amp; more...http://t.co/PHVzSFanso",4,1
-1,"@Shampeau @caseypieper @Apple @Monster @redbull 
Ultra Red? ok, I have some research to do... I've seen the coffee, white, blue",4,1
0,@iirwanks ICK YO @apple Autocorrect RUSE,4,1
0,Ok I muted the groupchat but I still get notifications uhm @apple what the hell,4,1
0,@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!,4,1
0,"Sitting here waiting for more than half hour for my 'appt' @Apple , watching 'geniuses' talk crap about their customers in the open, nice...",4,1
1,Loving my #carplay unit in my Honda Fit!  Works great.  I just hope more apps make it to CarPlay!  Come on @Apple!!,4,1
-1,iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/tiubfsLZgS #aapl #smhq,4,1
0,It would be nice if I could type more than one sentence without my computer freezing up @Apple @Microsoft @Word @Internet @Everyone,4,1
-1,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/g0NOwucGoG",4,1
-1,@apple-dee-ap Early Signs of Liver Damage &amp; How to Strengthen Your Liver http://t.co/miSpGaBjaO,4,1
0,"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!",4,1
0,@Apple why does the clock disappear in Siri? It's super annoying when you want to set an alarm and suddenly you can't see the time.,4,1
-1,Dear @Apple I would like an #iMac with touch screen more than a watch,5,1
0,my dad called now my musics arent playing jesus christ @apple problematic,5,1
0,fuck you fuck you so much i hate you @apple,5,1
-1,"#AAPL:In emails, Jobs determined to keep iPod Apple-only...http://t.co/Ox0P6tIhrs",5,1
0,L.A. School District Officially Ends $1.3 Billion iPad Initiative in the Midst of an FBI Investigation http://t.co/ny9oaj6gXr #AAPL,5,1
-1,Will I become immune to bugs like @apple? @WomenOfHistory: You become like the 5 people you spend most of your time with. #choosewisely,5,1
0,well imessage doesn't work thanks @apple,5,1
0,Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport,5,1
1,"@jengolbeck @Apple Yep, the only jump I'd make from my 5 now is to 5S. At least good deals on 5S now with 6 out.",5,1
0,@anneohirsch @Apple My 5S was great - just had a cracked screen &amp; a dying battery. I'm thinking about trading the 6 in for a new 5S :(,5,1
-1,@Apple patents active fall protection system that shifts iPhones in midair http://t.co/UmVw5NeoJC,5,1
1,. @Apple is the Most Innovative Company of 2014 http://t.co/h4gqjPyluF via @TechCocktail #innovation,5,1
0,Also I've had my iPhone 6 for two days and it's already broken shout out to @apple,5,1
0,"Uh, is @Apple making fun of French people (and being rude) in their new iPhone 6 'call from anywhere' ad?! That's how it seemed to me.",5,1
-1,One Thing Everyone Is Getting Wrong When It Comes To The #Apple Television #aapl http://t.co/S72WXZ4dcq http://t.co/boch9Dbt3Q,5,1
-1,THE FUTURE OF #APPLE #aapl http://t.co/0MO7dUeyh6 http://t.co/txHppUeWp7,5,1
0,I am feeling creatively stifled by the current emoji selection @apple,5,1
0,@apple fuck you bitches my phones abrick and stuck on the apple logo,5,1
1,We know Raul is just going to LOVE his brand new art supplies!  Thank you @SarahInThisCity @Apple!,5,1
-1,"AAPL 'buy' reiterated,  target raised to $130 by Bank of America Merrill Lynch $AAPL Brief explanation here:  https://t.co/349ckZlF0v #AAPL",5,1
0,"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl http://t.co/drJdIvOtxu",5,1
-1,"Stock #Market Today Moving on WMT, #AAPL, and Uber News: Money Morning: The company reported more than 1.5 bil... http://t.co/BQ7JGdBO7k",5,1
-1,"Morgan Stanley Sells #Apple Inc., but #AAPL Stock Still a Buy: #aapl stock news Morgan Stanley Sells Apple Inc... http://t.co/Q20LTF26Uz",5,1
0,One good thing about waiting in the @Apple Store for my 'appointment' is that I cleared up the backlog of emails from my inbox,5,1
-1,Product Hunters: The Functional (And Whimsical) Keyboards for #iOS8 - Forbes #aapl http://t.co/yUGBzFHsNB,5,1
-1,"Move Aside #Apple and #Google, #Alibaba is Entering the Connected Car Space - Forbes #baba #goog #aapl http://t.co/gOSQlrWvtl",5,1
0,iMessage isn't working thanks @apple,5,1
-1,@kaitlynpearle @Apple get android,5,1
-1,@nickruz4 @Apple I can't I just got a new phone /;,5,1
0,No at typo changing my words. Get it together @apple,5,1
-1,$AAPL has 17 analyst ratings in the last 30 days and 94% are positive. Median target: $130 (13% upside). https://t.co/Qpwsx61EZ8 #AAPL,5,1
0,"Hey @apple could you make an iPhone charger that lasts more than a month? Sincerely, a broke high school student who wants her phone charged",5,1
0,fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you @apple,5,1
0,"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up @apple.",5,1
0,@apple I am beginning to think your products are crap,5,1
0,my iphone 6 FINALLY came after almost 3 weeks don't think I'll forget this @apple,5,1
-1,"#AAPL:In Emails, Steve Jobs Determined to Keep iPod Apple-Only...http://t.co/ZV2NPesHCw",5,1
0,You need to send me my IPhone before I cancel @tmobile @apple,5,1
0,This is the 6th charger I've had to buy for my mac and they gave me the wrong one @apple #applesuport Fix this wrongdoing give me a free one,5,1
0,FUCK @apple,5,1
0,Liberals should protest corporate greed and throw away all their nifty @apple products. #ShutItDown #DCFerguson,5,1
-1,Watch Steve Wozniak use #iPhone6 to magically unlock a hotel room #woz @apple http://t.co/xvEO1boalW,5,1
0,DEAR APPLE THIS IS THE WORSE SERVICE EVER @apple http://t.co/JHPs71DF0W,5,1
-1,"@Apple [#Apple] #iPhone7 Release Date Speculations Indicate Sept 2015 Launch, #Apple .... (#Wednesday, 3 #December) http://t.co/anRecOyKuD",5,1
0,"Since all the software updates, my iPhone, iPad and iPod touch will not charge and are royally fucked up @Apple",5,1
0,s/o @apple for this really great charger that works so well! #not,5,1
0,Cheeky @apple...  Very cheeky.... No dice though... You can't own 'App Store' it's a description not a product - http://t.co/8L7VeRuzfs,5,1
-1,"@apple should buy @nintendo and @sega. They'd get emulation, characters, game content/portfolios, brand recognition, and developer contacts.",5,1
-1,"#bug @apple #ios #spotlight #search search for twitter app, selecting search the web results are for input BEA #6Plus http://t.co/zasjFA6s4K",5,1
-1,#AAPL #iOS8 RT @BenedictEvans Browser share http://t.co/s9SVPYSpjn,5,1
0,@apple get your shit together with group chats on ios8,5,1
0,"@dangainor @Apple But then how could they post to Twitter (NASDAQ: TWTR), Instagram (NASDAQ: FB) or Shutterfly (NASDAQ: SFLY)? #ShutItDown",5,1
-1,#Russia is selling its banned #SteveJobs #tribute #statue | @CultofMac http://t.co/RPsHWCAr3s #Apple #AAPL #iPhone #memorial #bastards,5,1
0,"FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHIT 

IM HOLDING YOU RESPONSIBLE @apple",5,1
0,. @apple why is my computer so slow,5,1
0,RT @mkschuster: . @apple why is my computer so slow,5,1
0,"Really need tap-to-tweet back, @apple",5,1
0,"#PeterHewer @Apple iPhone 6 claimed to copy a Chinese smartphone design. Ouch

http://t.co/G8IgaodgPN",5,1
1,Love @apple #iphone5 but I need to upgrade soon http://t.co/KkQNsU8QUt http://t.co/vQezbjOPxA,5,1
-1,@mochasucks @renoxalex @Apple that's what I'm saying!!!!,5,1
0,@Landonboyd93 @mochasucks @renoxalex @Apple what about a penis emoji? I'm sick of implying that my dick looks like an eggplant.,5,1
1,Love my @apple #macbookpro. Best ever http://t.co/NW0L3w5B7F http://t.co/hau6j9Y489,5,1
0,@Apple there isn't a puke emoji I'm pissed fix it fat,5,1
-1,@RoamingWithRuth @Apple pretty cute guys,5,1
0,I have 170 pictures and my storage is full @apple get it together,5,1
0,RT @Breyythatsmee: I have 170 pictures and my storage is full @apple get it together,5,1
0,Why #AAPL Stock Had a Mini-Flash Crash: Money Morning: Nothing the analysts suggested would make a widely held... http://t.co/IhMonRcEKX,5,1
-1,#Apple's Success Has Made It Part Of The 'Payola Scheme': #Apple Inc. (NASDAQ: #AAPL) recently reached a new m... http://t.co/rIsKLh5CqO,5,1
0,That would be brilliant! It's sad @Apple doesn't allow Mozilla's better engine @OpenSourceAgent #opensource,5,1
0,APPLES EARBUDS ARE SO FUCKING WEAK THEY LITERALLY CANNOT WITHSTAND ANY GOD DAMN DAMAGE I HAVE WASTED SO MUCH MONEY FUCK @Apple,5,1
0,Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs,5,1
-1,We should be able to name group texts. That would be great @Apple,5,1
-1,@apple @microsoft @stevejobs @BillGates  common somebody http://t.co/9z0qeiBtlc,5,1
0,why is it so difficult to qualify for a #geniusbar appointment at @Apple these days? #unneccessary,5,1
-1,Do i have to go to @Apple if idr the code? -_-,5,1
-1,"After-hours buzz: #AAPL, BOBE &amp; more: Check out which companies are making headlines after the bell Tuesday http://t.co/Fa69PY1BjP",5,1
1,Even #Microsoft agrees #iPhone6 is mind blowing. #AAPL #design #product #innovation #mobile http://t.co/4bFUF4NRij,5,1
-1,. @support @dickc how can anyone logjn &amp; reorder my tweets? I have 2step auth don't share passwords &amp; @apple said I've no malware @pmarca,5,1
0,god dammit fuck you @apple,5,1
0,RT @yungbaaz: god dammit fuck you @apple,5,1
0,@Apple do something you cunt @BarackObama,5,1
0,fuck you @apple @iphone,5,1
-1,The U.S. government accepts donations to reduce the national #debt #fact @BillGates @Oprah @realDonaldTrump @WarrenBuffett @apple @google,6,1
-1,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL http://t.co/Y7JDYN0mlR,6,1
-1,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL... http://t.co/1AMKTIeKys,6,1
0,I could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh,6,1
0,@apple fuck you,6,1
-1,#AAPL:The Tell: Apple patents way to save iPhone from dropping and breaking...http://t.co/KG3JlIuGYL,6,1
0,"hey @apple can I catch a fucking maverick of a wave on an iPhone?
didn't think so. #SurfsUpSamsung",6,1
-1,.@apple there needs to be a finger gun emoji PRONTO.,6,1
-1,10 best Steve Jobs emails http://t.co/51iykzcBYa #apple @apple,6,1
0,"Dear @Apple, please fix your AWDL issues.. https://t.co/rAy5olfZyt",6,1
-1,"are u #android or #ios? $aapl #samsung #aapl #ApplePay #apple #GoodMore
#GivingTuesday
#StonerSports
#3YearsOf5SOS
#FlashvsArrow
#stocks",6,1
-1,Apple Inc. Goes To Trial on Anti-Trust Charges Today http://t.co/ZgCPIf0w5T #AAPL,6,1
0,@Apple What english is this? What do you mean? http://t.co/pZB18o3kVJ,6,1
-1,"Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/0cuTGtm7fF",6,1
-1,@migreyes @dhh thank @apple.,6,1
0,Can #iPad conquer the enterprise? Only if @Apple has the guts to license #iOS: http://t.co/0mWOJkycsc,6,1
0,@apple really need to up their battery game. Because ain't no one got time to charge their phones #furstrated #annoyed #charging,6,1
0,yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,6,1
0,@FaZeNikan @Apple Wrong @ Homie,6,1
0,@FaZeNikan @Apple haha switch to @Android,6,1
-1,@FaZeNikan @Apple did u overheat it,6,1
-1,RT @RyansConcepts: @FaZeNikan @Apple Wrong @ Homie,6,1
0,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,6,1
0,@FaZeNikan @Apple I had the same thing. Bought an iPhone 5 when it came out and had to replace the battery after a month or two.,6,1
-1,"#Rumors #Surface for @Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/ErwYTy3heX",6,1
0,"@FaZeNikan @Apple lol iPhone,weak. Get on that Lumia level bruh",6,1
1,Great FCP X update from @apple today. That will do nicely! #video # editing,6,1
0,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,6,1
-1,Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: http://t.co/FfOBuzQ7VI,6,1
0,still can't merge multiple apple-id's @apple #fail http://t.co/5BNAihk58p,6,1
1,# Dyslexic iPhone 6 Users rejoice! Thanks to @apple and 'voice text' hard to spell words are a thing of the past! http://t.co/wjJfLYZme3,6,1
0,@FaZeNikan @Apple @applenws @AppStore i know my iphone  dies at like 20%,6,1
0,Realised the reason @apple make huge phones is because they f**ked Safari up by not allowing us to hide the address bar,6,1
0,still can't merge multiple apple-id's @apple #fail http://t.co/CDvtUjnqgu,6,1
-1,Intel And Inevitability - http://t.co/gIZLUhRphw #AAPL #INTC #MCHP,6,1
0,why is there no black heart emoji @apple,6,1
-1,Steve Jobs emails featured in Apple iPod US antitrust trial http://t.co/UNEs9ioHtF #AAPL,6,1
-1,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF",6,1
-1,The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/eSUoXuE4lr,6,1
-1,The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf,6,1
-1,@Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.,6,1
-1,RT @Stuff_SG: The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf,6,1
-1,OH MY GOD. DONT PLAY WITH ME. FORREAL. @Apple,6,1
-1,@Apple TV fades away in #streaming video player market http://t.co/nmqcdKFnUL,6,1
-1,"@Apple patents active fall protection system that shifts #iPhone in midair http://t.co/76QWGA6ml7 #Technology
#FYI",6,1
-1,#AAPL:Don't Confuse Morgan Stanley Decreasing Apple's Weighting By 1% With B...http://t.co/5jWelm30vM,6,1
1,RT @pyalot: @Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.,6,1
-1,@FaZeNikan @Apple restart it or wait till next Apple update happens to me,6,1
0,". @apple diag and support suck a lot! It says 'cannot connect server, try again', then 'ticket not found' #disgusting http://t.co/ARyYbxOdox",6,1
-1,"http://t.co/D2TeKpbQyw
@Apple Default search engine",6,1
-1,"GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl
http://t.co/FlFWmJ5LkH",6,1
1,"Brilliant Tech! No more broken screens in #festivals, @Apple via @techcrunch http://t.co/o6HfU1n1il http://t.co/2ocWnFeyNe",6,1
-1,"UPDATE 2-Steve Jobs emails featured in Apple iPod U.S. antitrust trial $AAPL #aapl
http://t.co/ZIlhjZvY61",6,1
-1,"'A lot of times, people don't know what they want, until you show it to them.' - Steve Jobs #AAPL #Apple",6,1
0,I've sent my computer out to @apple twice for repairs in the last month and each time it comes back with a new problem Something isn't right,6,1
0,WHY? WHY HAVE YOU PUT GAY STUFF IN MY FUCKING IPHONE @apple http://t.co/r7BrJShrXK,6,1
-1,"#Rumors #Surface for @@Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/dC5O4hRKNn",6,1
0,.@apple why do your computers like to crash on dead week before finals?,6,1
0,@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully @apple will be irrelevant again soon.,6,1
0,@Apple fix your apps.... If I click play it ain't playin'..... So it ain't really a play button is it?,6,1
0,I'm going to press the play button!! Wait no I'm not :( @apple fix your apps http://t.co/eteewIIjrO,6,1
0,It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones @apple,6,1
0,@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form + phone call) - ironic for an @apple req that it only supports IE8+,6,1
-1,"Apple Bears Get Fat Payout From Stock Swoon; the 60-Second Plunge $AAPL #aapl
http://t.co/RffvQbdl7Z",6,1
-1,@GMONEYizME @Apple how so true; making sales off their accessories!,6,1
0,'@GMONEYizME: I've probably spent more on replacing non functioning Iphone cables than I've spent on iPhones @apple' - #SwitchToLumia,6,1
0,"L.A. school district halts iPad contract as FBI seizes documents $AAPL #aapl
http://t.co/BTJokQnriy",6,1
-1,"Great coverage @EPro of @comscore 's Cyber Monday data, but show me the top items by store, like this for @apple http://t.co/rfZnOaCG7c",6,1
0,@Siri @Apple @SteveJobs @alarmthatdidntgooff this is disrespectful,6,1
1,"Apple's iOS devices accounted for 78% of record setting Cyber Monday mobile sales $AAPL #aapl
http://t.co/7ixmkG9cb4",6,1
-1,"@Apple have patented an #iPhone drop protection mechanism. Is the is end of #crackedscreens?
http://t.co/Tea3fu5wfX http://t.co/v4J11CPyYy",7,1
1,You're probably reading this on an iPhone built by the largest company around #AAPL They broke more records http://t.co/GpCQIgWMXm #impress,7,1
0,How is 'never' interpreted as 'ask me again annoyingly soon' when iOS apps ask to be rated?  @apple tell your devs never means NEVER,7,1
1,"Apple's iPhone Crushes Samsung's Galaxy by More than 6 to1 in Japan $AAPL #aapl
http://t.co/6hDOWuO2uV",7,1
1,"@Apple [#Apple] #sales soar after launch of #iPhone6. (#Wednesday, 3 #December) http://t.co/QrV3LxeVgm",7,1
-1,"As Apple still struggles to meet iPhone 6 demand, Canaccord raises price target to $135  $AAPL #aapl
http://t.co/IrZI8Q8F9r",7,1
-1,"@CadeRageous Thx RT .@Apple Own 2600 digital languages (IP) = NEW #internet Leader,10% of cost of #DIY .@googlenexus http://t.co/sQv0FmaPGO",7,1
1,So got the new #iphone6 and growing to love it. A bit bulky coming from the iphone5 but nice feel thanks @apple now waiting for #applewatch,7,1
-1,"RT @JPDesloges: GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl
http://t.co/FlFWmJ5LkH",7,1
-1,"SP500 Technology Bull% Index: The Apple Experiment ?  $SPY, $SPX, $ES_F, $XLK, $AAPL #aapl  http://t.co/RjnT7rnbBi",7,1
-1,"Technical Observation of the Day: Tested the 20 DMA on Apple $AAPL #aapl
http://t.co/6EJ6Mbv44f",7,1
-1,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/omCdSCu85d $AAPL #AAPL,7,1
-1,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL #AAPL,7,1
-1,"In emails, Jobs determined to keep iPod Apple-only  $AAPL #aapl
http://t.co/JwK4grA7Zq",7,1
-1,"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",7,1
-1,"@Apple working on making next phone drop in the safest way all the time...like a cat
http://t.co/dQBmgZydoY",7,1
-1,#Apple's Recent Pullback A Buy Opportunity #AAPL http://t.co/YEAmT2V5qf,7,1
-1,#Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Again' #aapl http://t.co/yHMmbvye9f,7,1
-1,"In a Bay Area Courtroom, Lawyers Hit Replay on @Apple History, via @nytimes #antitrust @itunes #ipod  http://t.co/tsQ9dUrK6B",7,1
0,#SteveJobs' Emails Show How He Wanted To Smear Competitors As ' #Hackers' #aapl http://t.co/BYJ0ZR62AV,7,1
0,@Apple Stop liking man.,7,1
-1,"Why Even Apple Is Surprised by the Enormous Demand for the iPhone 6 $AAPL #aapl
http://t.co/rwGf20VByx",7,1
-1,"APPLE - Fibonacci Technicals Levels - Intraday - Pre-Opening $AAPL #aapl 
http://t.co/ueCSTwoPcp",7,1
0,YO I DIDNT TOUCH MY PHONE AT ALL AND RIGHT WHEN I DISCONNECTED IT FROM THE CHARGER IT WENT DOWN 3% @apple WE ARE GONNA SCRAP RIGHT NOW,7,1
-1,TheStreet:  Why Even #Apple Is Surprised by the Enormous Demand for the #iPhone6. #aapl http://t.co/lIicDmSVsj,7,1
-1,Steve Jobs' Snarky Testimony Takes Center Stage in iPod Class-Action Lawsuit Opening http://t.co/Nxet3fEO5Q #AAPL,7,1
-1,#JimCramer you used the same logic to explain #TOL earnings during the paek in housing..Its a retailer..#AAPL just like #AMZN  not tech.,7,1
1,RT @ConsumerFeed: Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL #AAPL,7,1
-1,BLOCK TRADE detected in #AAPL,7,1
-1,#iPhone6S Rumors Point To A CuriousåÊEarly 2015 Release - Forbes #aapl http://t.co/YGHgLCjbfK,7,1
-1,"APPLE Intraday Comments - Updated RANGE - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",7,1
1,Go Apple! Looks like a little squeeze again :) #aapl $stocks,7,1
-1,Is apple fairly valued at $115? #aapl #ios #AppleWatch #ApplePay #apple #iPhone6 #iPhone6Plus #stocks #finance #stocks #trading #samsung,7,1
-1,@apple #iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/CNl4d6nlsp,7,1
-1,Butterfingers and @Apple do mix: @#applinsider: patents active fall protection system that shifts iPhones in midair http://t.co/qM52Rml6c9,7,1
-1,#ApplePay Partner #Stripe Valued at $3.5 Billion in Funding #aapl http://t.co/5KRh8CJDMB,7,1
-1,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fGN0TdxhyM",7,1
-1,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fGN0TdxhyM",7,1
0,"My 17' MacBook Pro boots with pink vertical stripes, a gray screen, then shutting down and repeating...help @apple http://t.co/xZ4Wb3dm73",7,1
-1,@jakeflem @Apple what year is it?,7,1
-1,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/27JnTFmO0i",7,1
-1,@jakeflem @Apple Try booting while holding Command R and see if you can do a disk repair,7,1
0,GOSH DARNIT @Apple I DONT KNOW WHAT THE CLOUD IS,7,1
-1,#AAPL:Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Agai...http://t.co/mSC8uepzPn,7,1
-1,"@jakeflem @Apple I had to get my logic board completely replaced, if it's under warranty they'll do it for free - make sure to back up b4",7,1
-1,"Big Spending by Consumers on Cyber Monday

#CyberMonday, #PayPal, #Apple, #AAPL, #eBay, #WalMart, #WMT, #Sales,... http://t.co/pB6WltjTzZ",7,1
-1,"Allowing @Apple final creative authority, @Chase will debut the first spot featuring #ApplePay this week. http://t.co/lnve19yw7G",7,1
-1,"Apple CEO Tim Cook Talks Technology With Senator Orrin Hatch During Washington, D.C. Trip http://t.co/Nzd3IIMIBV #AAPL",7,1
0,@jakeflem @Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM http://t.co/EoIAf3wO5f,7,1
0,tell ur update to stop capitalizing everything @apple,7,1
0,@SSComposer @Apple seems to ignore any key presses like command r and is just doing its own thing.,7,1
-1,#AAPL now moves a point faster the a New York driver changes lanes.,7,1
0,@briannaUrie @Apple Their autocorrect is so shit too,7,1
0,"@jakeflem @Apple But it won't fix the problem for good, could back and you might have to change the logic board, check with  Apple Genius :(",7,1
1,"#Kantar: @Apple [#Apple] On Track For 'Record Quarter' As #iPhone6 Sales Bump Up Its .... (#Wednesday, 3 #December) http://t.co/HDmGr8fwYA",7,1
0,@SaifBinS3eed @Apple get the cloud to butt extension on your web browser,7,1
-1,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/rFeLByukN6",7,1
0,http://t.co/N87ZYWyaKQ #YotaPhone2 is the future of cell phones. @apple and @samsung should be scared.,7,1
1,CNBCTV:  #Cramer: #Apple has no real competition #aapl http://t.co/8cYgzEZQPN,7,1
0,CNBCTV:  #Chromecast beats #AppleTV #aapl http://t.co/uX3vYSzHhu,7,1
-1,"APPLE Intraday Comments - Updated RANGE , - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",7,1
-1,@umo_games @Apple thanks for the tip! Seemed to do something but still pretty much the same. :(,7,1
0,@jokigenki @Apple I think it's like 2011? Can't look right now.,7,1
-1,"Trademark Confusion: Apple's App Store Trademark was rejected in Australia, approved in Europe  Canada  $AAPL #aapl
http://t.co/m1Wt4QFYD1",7,1
0,"Lowkey, Yosemite trash af I cant use my logic express 9 anymore @Apple yall irritating the fuck outta me - Sincerely a disgruntled person",7,1
-1,@jimcramer Tks for setting the record straight for @apple investors!!!,7,1
0,@jakeflem @Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board,7,1
1,@jakeflem @Apple  Sorry that you're going through that hope you get this fix it was a real pain for us too  but Apple care cover it for free,7,1
-1,@alzaabi741 @Apple I wish I could man.. I wish I could..,7,1
0,They gotta DO something '@_iRapeCouches: @SydneyA @Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite,7,1
0,@_LanaCarine_ @Apple doesn't have a twitter @Applebees this is your problem now,7,1
-1,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,7,1
0,@umo_games @Apple yeah no AppleCare here haha.,7,1
-1,transpartent resin infused #composite structures by @apple http://t.co/10yd6g3wK7,7,1
1,"Huge iPhone 6 Sales Push iOS market Share Up Worldwide: Report $AAPL #aapl
http://t.co/Ogook0fGLQ",7,1
-1,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Yv3QE2BGxD",7,1
-1,Anti-trust expert Peter Carstensen of @WisconsinLaw can discuss @Apple #antitrust case in California federal court http://t.co/LClHnQMOKf,7,1
1,"Taking Apple's Lead, Amazon Gets Physical - News - Harvard Business School http://t.co/UensGejRaJ @HBS @Apple",7,1
